casualty_id,accident_id,injury_type,age
C1252,1252,Fatal,47
C1253,1253,Fatal,38
C1254,1254,None,20
C1255,1255,Serious,59
C1256,1256,Minor,67
C1257,1257,None,33
C1258,1258,Serious,34
C1259,1259,Fatal,8
C1260,1260,Serious,65
C1261,1261,Fatal,68
C1262,1262,Serious,59
C1263,1263,None,2
C1264,1264,None,15
C1265,1265,Serious,44
C1266,1266,Serious,6
C1267,1267,Fatal,32
C1268,1268,Minor,13
C1269,1269,Minor,41
C1270,1270,None,1
C1271,1271,Fatal,27
C1272,1272,Minor,35
C1273,1273,Fatal,31
C1274,1274,Fatal,68
C1275,1275,None,40
C1276,1276,Minor,22
C1277,1277,Serious,48
C1278,1278,Serious,75
C1279,1279,None,14
C1280,1280,Minor,47
C1281,1281,Fatal,18
C1282,1282,Fatal,43
C1283,1283,Fatal,5
C1284,1284,Serious,59
C1285,1285,None,23
C1286,1286,None,17
C1287,1287,Fatal,25
C1288,1288,Minor,64
C1289,1289,Serious,19
C1290,1290,None,62
C1291,1291,Serious,75
C1292,1292,Serious,46
C1293,1293,None,19
C1294,1294,Serious,46
C1295,1295,Minor,10
C1296,1296,Serious,41
C1297,1297,None,68
C1298,1298,Fatal,44
C1299,1299,None,29
C1300,1300,Fatal,37
C1301,1301,Serious,56
C1302,1302,None,69
C1303,1303,Serious,68
C1304,1304,Serious,51
C1305,1305,Minor,62
C1306,1306,None,51
C1307,1307,None,65
C1308,1308,Serious,3
C1309,1309,Serious,9
C1310,1310,Serious,20
C1311,1311,Minor,66
C1312,1312,Minor,69
C1313,1313,Fatal,12
C1314,1314,Serious,59
C1315,1315,Fatal,19
C1316,1316,Minor,4
C1317,1317,Fatal,19
C1318,1318,Serious,37
C1319,1319,Serious,71
C1320,1320,None,71
C1321,1321,Serious,71
C1322,1322,Minor,2
C1323,1323,Fatal,67
C1324,1324,Minor,36
C1325,1325,Fatal,47
C1326,1326,None,16
C1327,1327,Minor,71
C1328,1328,Serious,33
C1329,1329,None,14
C1330,1330,Fatal,25
C1331,1331,Fatal,52
C1332,1332,None,58
C1333,1333,Serious,37
C1334,1334,Serious,1
C1335,1335,None,41
C1336,1336,Fatal,22
C1337,1337,Minor,15
C1338,1338,Minor,69
C1339,1339,Minor,9
C1340,1340,Minor,22
C1341,1341,None,70
C1342,1342,Minor,26
C1343,1343,None,70
C1344,1344,Minor,24
C1345,1345,None,52
C1346,1346,None,69
C1347,1347,None,73
C1348,1348,Fatal,32
C1349,1349,None,25
C1350,1350,Serious,69
C1351,1351,Minor,5
C1352,1352,None,57
C1353,1353,Serious,69
C1354,1354,None,11
C1355,1355,Serious,9
C1356,1356,None,47
C1357,1357,Serious,48
C1358,1358,None,72
C1359,1359,Fatal,74
C1360,1360,None,32
C1361,1361,Minor,72
C1362,1362,Serious,38
C1363,1363,Minor,57
C1364,1364,Serious,72
C1365,1365,None,54
C1366,1366,Fatal,11
C1367,1367,Minor,50
C1368,1368,Fatal,34
C1369,1369,Minor,34
C1370,1370,Fatal,25
C1371,1371,None,8
C1372,1372,Minor,34
C1373,1373,Minor,18
C1374,1374,Serious,67
C1375,1375,Minor,39
C1376,1376,Minor,6
C1377,1377,None,31
C1378,1378,Minor,42
C1379,1379,Serious,56
C1380,1380,None,22
C1381,1381,None,63
C1382,1382,Serious,5
C1383,1383,Serious,6
C1384,1384,Minor,69
C1385,1385,Minor,39
C1386,1386,Minor,50
C1387,1387,None,10
C1388,1388,Minor,9
C1389,1389,Serious,8
C1390,1390,Fatal,50
C1391,1391,Serious,50
C1392,1392,Fatal,70
C1393,1393,None,5
C1394,1394,Minor,18
C1395,1395,Minor,75
C1396,1396,Fatal,44
C1397,1397,None,51
C1398,1398,Minor,28
C1399,1399,None,39
C1400,1400,Serious,20
C1401,1401,None,43
C1402,1402,Serious,66
C1403,1403,Minor,69
C1404,1404,None,61
C1405,1405,Fatal,4
C1406,1406,Minor,11
C1407,1407,Minor,38
C1408,1408,Minor,12
C1409,1409,Fatal,50
C1410,1410,Fatal,72
C1411,1411,Fatal,70
C1412,1412,Serious,74
C1413,1413,Serious,60
C1414,1414,Minor,19
C1415,1415,Fatal,13
C1416,1416,Fatal,71
C1417,1417,Minor,3
C1418,1418,Minor,62
C1419,1419,None,30
C1420,1420,Fatal,18
C1421,1421,Minor,56
C1422,1422,Fatal,22
C1423,1423,None,63
C1424,1424,Minor,1
C1425,1425,None,21
C1426,1426,None,19
C1427,1427,Serious,68
C1428,1428,None,15
C1429,1429,Serious,61
C1430,1430,Serious,40
C1431,1431,None,11
C1432,1432,Fatal,34
C1433,1433,Serious,24
C1434,1434,None,18
C1435,1435,Fatal,4
C1436,1436,Minor,37
C1437,1437,Serious,17
C1438,1438,Fatal,19
C1439,1439,Serious,49
C1440,1440,Minor,74
C1441,1441,Serious,61
C1442,1442,Fatal,45
C1443,1443,Minor,35
C1444,1444,Serious,19
C1445,1445,Serious,19
C1446,1446,Serious,43
C1447,1447,None,35
C1448,1448,None,60
C1449,1449,None,60
C1450,1450,Serious,18
C1451,1451,Serious,40
C1452,1452,Serious,3
C1453,1453,None,67
C1454,1454,Minor,73
C1455,1455,None,73
C1456,1456,Minor,56
C1457,1457,None,30
C1458,1458,Fatal,63
C1459,1459,Fatal,61
C1460,1460,Minor,75
C1461,1461,Minor,54
C1462,1462,None,15
C1463,1463,Serious,63
C1464,1464,Serious,27
C1465,1465,Fatal,35
C1466,1466,Serious,43
C1467,1467,Fatal,38
C1468,1468,Fatal,26
C1469,1469,Fatal,18
C1470,1470,Minor,34
C1471,1471,Fatal,6
C1472,1472,Serious,67
C1473,1473,None,60
C1474,1474,Minor,13
C1475,1475,None,63
C1476,1476,Minor,74
C1477,1477,Fatal,5
C1478,1478,Minor,46
C1479,1479,None,25
C1480,1480,Fatal,5
C1481,1481,Fatal,32
C1482,1482,Serious,19
C1483,1483,None,34
C1484,1484,Fatal,31
C1485,1485,Serious,16
C1486,1486,None,4
C1487,1487,Fatal,49
C1488,1488,Minor,39
C1489,1489,Minor,15
C1490,1490,Serious,56
C1491,1491,Fatal,38
C1492,1492,Serious,68
C1493,1493,Fatal,70
C1494,1494,None,25
C1495,1495,Fatal,6
C1496,1496,Fatal,33
C1497,1497,Serious,33
C1498,1498,Serious,59
C1499,1499,Fatal,75
C1500,1500,Minor,3
C1501,1501,Fatal,29
C1502,1502,Minor,71
C1503,1503,Serious,73
C1504,1504,Serious,63
C1505,1505,Minor,30
C1506,1506,Minor,61
C1507,1507,Serious,50
C1508,1508,Fatal,25
C1509,1509,Serious,68
C1510,1510,Minor,60
C1511,1511,Serious,59
C1512,1512,Serious,26
C1513,1513,None,46
C1514,1514,Minor,21
C1515,1515,Fatal,62
C1516,1516,Serious,21
C1517,1517,Minor,26
C1518,1518,Fatal,29
C1519,1519,Serious,40
C1520,1520,Serious,6
C1521,1521,Minor,48
C1522,1522,Serious,8
C1523,1523,Minor,43
C1524,1524,Minor,57
C1525,1525,Minor,59
C1526,1526,None,68
C1527,1527,Minor,70
C1528,1528,Fatal,64
C1529,1529,None,53
C1530,1530,Serious,28
C1531,1531,Minor,66
C1532,1532,Minor,67
C1533,1533,Serious,18
C1534,1534,Minor,61
C1535,1535,Serious,2
C1536,1536,Fatal,3
C1537,1537,Minor,7
C1538,1538,Fatal,11
C1539,1539,None,51
C1540,1540,Fatal,6
C1541,1541,None,27
C1542,1542,None,72
C1543,1543,None,28
C1544,1544,Serious,47
C1545,1545,None,23
C1546,1546,None,42
C1547,1547,Minor,68
C1548,1548,None,65
C1549,1549,Minor,29
C1550,1550,Serious,59
C1551,1551,Minor,47
C1552,1552,None,37
C1553,1553,Minor,59
C1554,1554,Minor,15
C1555,1555,Serious,39
C1556,1556,Serious,15
C1557,1557,Serious,41
C1558,1558,Minor,35
C1559,1559,None,61
C1560,1560,None,58
C1561,1561,None,36
C1562,1562,None,2
C1563,1563,Fatal,21
C1564,1564,None,74
C1565,1565,None,8
C1566,1566,None,61
C1567,1567,Serious,26
C1568,1568,None,63
C1569,1569,None,68
C1570,1570,Fatal,33
C1571,1571,Serious,21
C1572,1572,Serious,26
C1573,1573,Fatal,41
C1574,1574,Fatal,67
C1575,1575,Serious,43
C1576,1576,Minor,51
C1577,1577,None,50
C1578,1578,None,46
C1579,1579,Fatal,60
C1580,1580,None,21
C1581,1581,None,3
C1582,1582,Minor,3
C1583,1583,Minor,48
C1584,1584,None,19
C1585,1585,Minor,63
C1586,1586,Minor,74
C1587,1587,None,50
C1588,1588,None,69
C1589,1589,Serious,28
C1590,1590,Fatal,72
C1591,1591,Fatal,61
C1592,1592,None,21
C1593,1593,Minor,2
C1594,1594,Serious,39
C1595,1595,None,36
C1596,1596,Serious,73
C1597,1597,None,39
C1598,1598,Serious,73
C1599,1599,None,71
C1600,1600,Serious,48
C1601,1601,Minor,74
C1602,1602,None,59
C1603,1603,Fatal,19
C1604,1604,None,54
C1605,1605,Serious,43
C1606,1606,Minor,22
C1607,1607,Serious,40
C1608,1608,Fatal,10
C1609,1609,None,23
C1610,1610,Minor,44
C1611,1611,None,30
C1612,1612,Serious,8
C1613,1613,Fatal,28
C1614,1614,Serious,71
C1615,1615,Fatal,60
C1616,1616,Fatal,1
C1617,1617,Fatal,18
C1618,1618,Serious,52
C1619,1619,Minor,53
C1620,1620,Minor,24
C1621,1621,None,67
C1622,1622,Fatal,31
C1623,1623,Serious,16
C1624,1624,Fatal,24
C1625,1625,Fatal,30
C1626,1626,None,28
C1627,1627,Minor,23
C1628,1628,Serious,48
C1629,1629,None,45
C1630,1630,Serious,2
C1631,1631,None,57
C1632,1632,Minor,57
C1633,1633,Minor,48
C1634,1634,Serious,19
C1635,1635,Minor,32
C1636,1636,None,7
C1637,1637,None,4
C1638,1638,Minor,27
C1639,1639,Serious,57
C1640,1640,Fatal,5
C1641,1641,Serious,68
C1642,1642,Fatal,73
C1643,1643,None,13
C1644,1644,Fatal,38
C1645,1645,Minor,12
C1646,1646,Fatal,52
C1647,1647,None,69
C1648,1648,Minor,25
C1649,1649,None,18
C1650,1650,Minor,66
C1651,1651,Minor,30
C1652,1652,Fatal,55
C1653,1653,Minor,11
C1654,1654,Minor,16
C1655,1655,Fatal,60
C1656,1656,Serious,22
C1657,1657,None,65
C1658,1658,Fatal,65
C1659,1659,Minor,58
C1660,1660,Fatal,1
C1661,1661,Minor,36
C1662,1662,None,10
C1663,1663,Fatal,4
C1664,1664,Serious,20
C1665,1665,Fatal,55
C1666,1666,Fatal,57
C1667,1667,Fatal,50
C1668,1668,Minor,72
C1669,1669,None,69
C1670,1670,Minor,14
C1671,1671,Fatal,73
C1672,1672,Minor,7
C1673,1673,Serious,55
C1674,1674,Serious,62
C1675,1675,Minor,7
C1676,1676,Minor,1
C1677,1677,Minor,48
C1678,1678,Fatal,39
C1679,1679,None,16
C1680,1680,None,39
C1681,1681,Minor,12
C1682,1682,Fatal,69
C1683,1683,Fatal,5
C1684,1684,None,56
C1685,1685,Serious,33
C1686,1686,Fatal,10
C1687,1687,Minor,60
C1688,1688,Minor,59
C1689,1689,Fatal,29
C1690,1690,Minor,62
C1691,1691,None,63
C1692,1692,Minor,42
C1693,1693,Fatal,47
C1694,1694,Fatal,26
C1695,1695,Serious,70
C1696,1696,Fatal,39
C1697,1697,None,11
C1698,1698,Fatal,66
C1699,1699,Minor,25
C1700,1700,Fatal,43
C1701,1701,Minor,5
C1702,1702,Minor,29
C1703,1703,None,62
C1704,1704,Minor,51
C1705,1705,Fatal,12
C1706,1706,Fatal,61
C1707,1707,Fatal,66
C1708,1708,Minor,8
C1709,1709,None,5
C1710,1710,Serious,51
C1711,1711,Serious,74
C1712,1712,Minor,32
C1713,1713,Fatal,41
C1714,1714,Serious,7
C1715,1715,None,14
C1716,1716,Minor,28
C1717,1717,Minor,38
C1718,1718,Serious,27
C1719,1719,Fatal,35
C1720,1720,None,15
C1721,1721,Fatal,49
C1722,1722,None,74
C1723,1723,None,65
C1724,1724,Fatal,18
C1725,1725,Serious,37
C1726,1726,Minor,68
C1727,1727,None,15
C1728,1728,Serious,16
C1729,1729,Minor,24
C1730,1730,Minor,5
C1731,1731,Fatal,71
C1732,1732,Fatal,15
C1733,1733,None,56
C1734,1734,Minor,7
C1735,1735,Fatal,35
C1736,1736,Minor,60
C1737,1737,Minor,58
C1738,1738,Minor,64
C1739,1739,Minor,9
C1740,1740,Fatal,52
C1741,1741,Minor,42
C1742,1742,Fatal,43
C1743,1743,Serious,75
C1744,1744,Fatal,5
C1745,1745,Fatal,9
C1746,1746,Minor,73
C1747,1747,Serious,8
C1748,1748,Fatal,47
C1749,1749,Minor,15
C1750,1750,Serious,30
C1751,1751,Minor,59
C1752,1752,Fatal,39
C1753,1753,Minor,12
C1754,1754,None,39
C1755,1755,None,49
C1756,1756,None,37
C1757,1757,Serious,12
C1758,1758,None,42
C1759,1759,Minor,17
C1760,1760,None,71
C1761,1761,Fatal,8
C1762,1762,Fatal,34
C1763,1763,None,43
C1764,1764,Serious,42
C1765,1765,None,72
C1766,1766,None,22
C1767,1767,Fatal,54
C1768,1768,Fatal,19
C1769,1769,None,42
C1770,1770,Serious,35
C1771,1771,Fatal,63
C1772,1772,Minor,6
C1773,1773,Fatal,70
C1774,1774,Minor,34
C1775,1775,None,59
C1776,1776,Minor,6
C1777,1777,Minor,36
C1778,1778,None,18
C1779,1779,None,26
C1780,1780,Fatal,12
C1781,1781,Minor,28
C1782,1782,Fatal,24
C1783,1783,Serious,30
C1784,1784,Fatal,50
C1785,1785,Serious,44
C1786,1786,Fatal,65
C1787,1787,Minor,61
C1788,1788,Fatal,72
C1789,1789,Minor,38
C1790,1790,Fatal,6
C1791,1791,Fatal,52
C1792,1792,Minor,74
C1793,1793,Minor,18
C1794,1794,Minor,4
C1795,1795,None,18
C1796,1796,Minor,68
C1797,1797,Serious,53
C1798,1798,None,7
C1799,1799,Minor,52
C1800,1800,Minor,67
C1801,1801,Minor,15
C1802,1802,Fatal,48
C1803,1803,Minor,59
C1804,1804,Minor,57
C1805,1805,Fatal,23
C1806,1806,Minor,62
C1807,1807,Fatal,43
C1808,1808,Fatal,1
C1809,1809,None,13
C1810,1810,Fatal,25
C1811,1811,Serious,56
C1812,1812,Serious,74
C1813,1813,None,68
C1814,1814,Serious,16
C1815,1815,Serious,53
C1816,1816,Serious,8
C1817,1817,Fatal,36
C1818,1818,Minor,16
C1819,1819,None,2
C1820,1820,None,48
C1821,1821,Fatal,73
C1822,1822,Minor,70
C1823,1823,None,18
C1824,1824,Minor,39
C1825,1825,Fatal,34
C1826,1826,Serious,20
C1827,1827,Fatal,6
C1828,1828,Minor,25
C1829,1829,Fatal,5
C1830,1830,None,60
C1831,1831,None,11
C1832,1832,Serious,4
C1833,1833,Minor,74
C1834,1834,Minor,74
C1835,1835,Fatal,16
C1836,1836,Minor,71
C1837,1837,Minor,11
C1838,1838,Minor,18
C1839,1839,Fatal,28
C1840,1840,None,29
C1841,1841,Serious,32
C1842,1842,Fatal,53
C1843,1843,Fatal,18
C1844,1844,Minor,3
C1845,1845,Minor,23
C1846,1846,None,65
C1847,1847,Serious,12
C1848,1848,Minor,17
C1849,1849,Fatal,11
C1850,1850,Fatal,57
C1851,1851,Fatal,68
C1852,1852,None,5
C1853,1853,Fatal,39
C1854,1854,Serious,30
C1855,1855,None,14
C1856,1856,None,25
C1857,1857,Fatal,10
C1858,1858,Minor,20
C1859,1859,Serious,41
C1860,1860,Minor,41
C1861,1861,Minor,33
C1862,1862,Minor,59
C1863,1863,Minor,56
C1864,1864,Serious,54
C1865,1865,Minor,37
C1866,1866,Serious,25
C1867,1867,Serious,50
C1868,1868,Fatal,23
C1869,1869,Fatal,40
C1870,1870,Serious,58
C1871,1871,Fatal,69
C1872,1872,None,2
C1873,1873,None,16
C1874,1874,None,13
C1875,1875,Minor,11
C1876,1876,Minor,45
C1877,1877,Serious,64
C1878,1878,None,52
C1879,1879,Minor,26
C1880,1880,None,18
C1881,1881,None,49
C1882,1882,Minor,35
C1883,1883,Serious,75
C1884,1884,Serious,5
C1885,1885,Fatal,30
C1886,1886,None,63
C1887,1887,None,54
C1888,1888,Fatal,33
C1889,1889,None,35
C1890,1890,None,6
C1891,1891,None,64
C1892,1892,Serious,18
C1893,1893,Minor,34
C1894,1894,None,33
C1895,1895,Serious,48
C1896,1896,None,38
C1897,1897,Serious,67
C1898,1898,Fatal,39
C1899,1899,Minor,60
C1900,1900,None,33
C1901,1901,None,5
C1902,1902,Serious,1
C1903,1903,Minor,36
C1904,1904,None,37
C1905,1905,Fatal,26
C1906,1906,Serious,45
C1907,1907,None,31
C1908,1908,Fatal,11
C1909,1909,Minor,24
C1910,1910,Serious,60
C1911,1911,Serious,55
C1912,1912,None,19
C1913,1913,None,29
C1914,1914,Serious,68
C1915,1915,Fatal,16
C1916,1916,None,31
C1917,1917,None,74
C1918,1918,Fatal,29
C1919,1919,None,7
C1920,1920,None,9
C1921,1921,Serious,65
C1922,1922,Serious,15
C1923,1923,Serious,69
C1924,1924,None,11
C1925,1925,Minor,69
C1926,1926,None,60
C1927,1927,Fatal,52
C1928,1928,Fatal,44
C1929,1929,None,32
C1930,1930,Minor,58
C1931,1931,Serious,37
C1932,1932,Minor,73
C1933,1933,Minor,62
C1934,1934,Minor,23
C1935,1935,Serious,46
C1936,1936,None,31
C1937,1937,Fatal,1
C1938,1938,Fatal,45
C1939,1939,Minor,62
C1940,1940,Serious,56
C1941,1941,Fatal,56
C1942,1942,Serious,34
C1943,1943,Minor,25
C1944,1944,None,3
C1945,1945,Minor,6
C1946,1946,Minor,51
C1947,1947,Fatal,59
C1948,1948,Serious,15
C1949,1949,None,26
C1950,1950,Minor,15
C1951,1951,Minor,16
C1952,1952,None,47
C1953,1953,Serious,25
C1954,1954,Minor,32
C1955,1955,Fatal,35
C1956,1956,None,14
C1957,1957,Serious,65
C1958,1958,None,21
C1959,1959,Fatal,36
C1960,1960,Fatal,46
C1961,1961,Minor,68
C1962,1962,Serious,55
C1963,1963,Serious,64
C1964,1964,Fatal,7
C1965,1965,Serious,37
C1966,1966,Fatal,40
C1967,1967,Minor,40
C1968,1968,Fatal,42
C1969,1969,Fatal,64
C1970,1970,None,33
C1971,1971,None,68
C1972,1972,Fatal,40
C1973,1973,Fatal,30
C1974,1974,Minor,20
C1975,1975,Minor,37
C1976,1976,Minor,11
C1977,1977,Fatal,56
C1978,1978,Fatal,40
C1979,1979,Serious,25
C1980,1980,Fatal,51
C1981,1981,None,11
C1982,1982,Serious,47
C1983,1983,Minor,20
C1984,1984,Serious,30
C1985,1985,Serious,74
C1986,1986,None,27
C1987,1987,Minor,57
C1988,1988,None,37
C1989,1989,Minor,18
C1990,1990,Fatal,2
C1991,1991,Serious,75
C1992,1992,None,27
C1993,1993,Serious,31
C1994,1994,Minor,29
C1995,1995,None,34
C1996,1996,Fatal,70
C1997,1997,None,29
C1998,1998,Fatal,14
C1999,1999,None,3
C2000,2000,Fatal,65
C2001,2001,None,53
C2002,2002,Fatal,53
C2003,2003,None,66
C2004,2004,Serious,53
C2005,2005,Minor,59
C2006,2006,Fatal,70
C2007,2007,Serious,41
C2008,2008,None,68
C2009,2009,Serious,62
C2010,2010,Serious,73
C2011,2011,Fatal,29
C2012,2012,Fatal,74
C2013,2013,Serious,51
C2014,2014,Fatal,5
C2015,2015,Serious,12
C2016,2016,Fatal,43
C2017,2017,Minor,70
C2018,2018,None,51
C2019,2019,None,33
C2020,2020,Serious,66
C2021,2021,Fatal,2
C2022,2022,None,41
C2023,2023,Minor,42
C2024,2024,Serious,18
C2025,2025,Fatal,42
C2026,2026,Fatal,10
C2027,2027,None,52
C2028,2028,Minor,11
C2029,2029,Serious,41
C2030,2030,None,35
C2031,2031,Fatal,36
C2032,2032,Fatal,71
C2033,2033,None,63
C2034,2034,Serious,28
C2035,2035,None,42
C2036,2036,Fatal,22
C2037,2037,Fatal,74
C2038,2038,Fatal,19
C2039,2039,Serious,51
C2040,2040,Minor,45
C2041,2041,Minor,43
C2042,2042,Minor,47
C2043,2043,None,51
C2044,2044,Fatal,37
C2045,2045,Serious,39
C2046,2046,Minor,22
C2047,2047,Minor,26
C2048,2048,Minor,3
C2049,2049,Serious,50
C2050,2050,Minor,51
C2051,2051,Serious,60
C2052,2052,Fatal,8
C2053,2053,Serious,6
C2054,2054,Minor,12
C2055,2055,None,40
C2056,2056,None,4
C2057,2057,Fatal,62
C2058,2058,None,51
C2059,2059,None,35
C2060,2060,Minor,42
C2061,2061,Fatal,16
C2062,2062,None,7
C2063,2063,Serious,20
C2064,2064,None,73
C2065,2065,None,30
C2066,2066,Minor,75
C2067,2067,Minor,3
C2068,2068,Serious,23
C2069,2069,Minor,70
C2070,2070,Minor,50
C2071,2071,Fatal,17
C2072,2072,Minor,44
C2073,2073,None,20
C2074,2074,Minor,62
C2075,2075,Fatal,58
C2076,2076,Minor,38
C2077,2077,None,40
C2078,2078,Minor,42
C2079,2079,Serious,63
C2080,2080,Minor,20
C2081,2081,Minor,8
C2082,2082,Serious,69
C2083,2083,Serious,25
C2084,2084,None,37
C2085,2085,Serious,34
C2086,2086,Minor,50
C2087,2087,Minor,12
C2088,2088,Serious,41
C2089,2089,Minor,36
C2090,2090,Fatal,15
C2091,2091,Serious,46
C2092,2092,Minor,18
C2093,2093,Serious,38
C2094,2094,Minor,42
C2095,2095,Fatal,52
C2096,2096,None,64
C2097,2097,None,50
C2098,2098,Fatal,35
C2099,2099,Serious,16
C2100,2100,Minor,65
C2101,2101,None,2
C2102,2102,Minor,24
C2103,2103,Fatal,29
C2104,2104,None,40
C2105,2105,None,23
C2106,2106,None,48
C2107,2107,Serious,51
C2108,2108,Minor,26
C2109,2109,Minor,46
C2110,2110,Minor,59
C2111,2111,Fatal,30
C2112,2112,Serious,1
C2113,2113,Fatal,64
C2114,2114,Serious,43
C2115,2115,None,48
C2116,2116,Fatal,73
C2117,2117,Fatal,56
C2118,2118,None,40
C2119,2119,Fatal,4
C2120,2120,Minor,45
C2121,2121,Minor,34
C2122,2122,None,38
C2123,2123,Minor,68
C2124,2124,Minor,53
C2125,2125,Serious,54
C2126,2126,Minor,44
C2127,2127,Fatal,21
C2128,2128,Minor,59
C2129,2129,None,29
C2130,2130,None,66
C2131,2131,Fatal,2
C2132,2132,None,51
C2133,2133,None,30
C2134,2134,Serious,39
C2135,2135,None,7
C2136,2136,Minor,42
C2137,2137,Serious,16
C2138,2138,Minor,40
C2139,2139,Minor,17
C2140,2140,None,12
C2141,2141,Minor,42
C2142,2142,None,40
C2143,2143,None,32
C2144,2144,Serious,56
C2145,2145,Minor,2
C2146,2146,Fatal,61
C2147,2147,Serious,7
C2148,2148,None,69
C2149,2149,Fatal,11
C2150,2150,None,33
C2151,2151,Serious,11
C2152,2152,None,52
C2153,2153,Fatal,49
C2154,2154,Serious,73
C2155,2155,None,41
C2156,2156,Fatal,3
C2157,2157,Minor,11
C2158,2158,None,20
C2159,2159,Fatal,14
C2160,2160,None,37
C2161,2161,Serious,50
C2162,2162,None,38
C2163,2163,None,15
C2164,2164,Fatal,15
C2165,2165,Serious,1
C2166,2166,Serious,2
C2167,2167,Minor,11
C2168,2168,Minor,49
C2169,2169,Minor,7
C2170,2170,None,74
C2171,2171,Fatal,22
C2172,2172,Fatal,19
C2173,2173,Fatal,18
C2174,2174,None,4
C2175,2175,Serious,39
C2176,2176,Serious,67
C2177,2177,Fatal,4
C2178,2178,None,50
C2179,2179,Fatal,63
C2180,2180,Serious,37
C2181,2181,Minor,41
C2182,2182,Minor,39
C2183,2183,Serious,65
C2184,2184,None,45
C2185,2185,Serious,71
C2186,2186,Minor,41
C2187,2187,Fatal,28
C2188,2188,None,73
C2189,2189,None,25
C2190,2190,Minor,55
C2191,2191,None,17
C2192,2192,Serious,36
C2193,2193,Fatal,22
C2194,2194,Serious,46
C2195,2195,None,15
C2196,2196,Minor,75
C2197,2197,None,34
C2198,2198,Serious,34
C2199,2199,Serious,62
C2200,2200,Fatal,20
C2201,2201,None,44
C2202,2202,None,46
C2203,2203,Fatal,70
C2204,2204,None,4
C2205,2205,Serious,11
C2206,2206,None,61
C2207,2207,Minor,17
C2208,2208,None,63
C2209,2209,None,46
C2210,2210,Minor,42
C2211,2211,None,30
C2212,2212,None,16
C2213,2213,None,49
C2214,2214,Serious,29
C2215,2215,Minor,63
C2216,2216,Serious,1
C2217,2217,Minor,63
C2218,2218,Fatal,33
C2219,2219,Fatal,1
C2220,2220,Serious,36
C2221,2221,Minor,47
C2222,2222,None,72
C2223,2223,Serious,69
C2224,2224,Minor,30
C2225,2225,Minor,28
C2226,2226,None,27
C2227,2227,Minor,37
C2228,2228,None,7
C2229,2229,Fatal,12
C2230,2230,Serious,11
C2231,2231,Serious,50
C2232,2232,Serious,41
C2233,2233,Minor,75
C2234,2234,Fatal,23
C2235,2235,Serious,42
C2236,2236,Fatal,7
C2237,2237,Minor,64
C2238,2238,Minor,69
C2239,2239,Serious,1
C2240,2240,Minor,42
C2241,2241,None,54
C2242,2242,Fatal,50
C2243,2243,Minor,41
C2244,2244,Serious,66
C2245,2245,Serious,37
C2246,2246,Serious,33
C2247,2247,Serious,13
C2248,2248,None,65
C2249,2249,None,32
C2250,2250,Fatal,61
C2251,2251,Minor,42
C2252,2252,Serious,18
C2253,2253,Fatal,49
C2254,2254,Fatal,58
C2255,2255,None,9
C2256,2256,Minor,32
C2257,2257,Serious,31
C2258,2258,Minor,24
C2259,2259,Minor,69
C2260,2260,Fatal,70
C2261,2261,Fatal,40
C2262,2262,Fatal,36
C2263,2263,Fatal,29
C2264,2264,Minor,15
C2265,2265,Fatal,23
C2266,2266,Serious,23
C2267,2267,Fatal,37
C2268,2268,None,12
C2269,2269,Fatal,46
C2270,2270,Minor,7
C2271,2271,None,4
C2272,2272,Serious,11
C2273,2273,None,8
C2274,2274,None,72
C2275,2275,Minor,38
C2276,2276,None,75
C2277,2277,Minor,22
C2278,2278,Fatal,66
C2279,2279,Fatal,31
C2280,2280,None,19
C2281,2281,Fatal,60
C2282,2282,Minor,16
C2283,2283,None,71
C2284,2284,None,60
C2285,2285,Fatal,9
C2286,2286,Minor,33
C2287,2287,Serious,29
C2288,2288,Serious,75
C2289,2289,Fatal,24
C2290,2290,None,36
C2291,2291,Serious,46
C2292,2292,Serious,34
C2293,2293,Serious,1
C2294,2294,None,51
C2295,2295,Minor,34
C2296,2296,Minor,21
C2297,2297,Serious,18
C2298,2298,Fatal,11
C2299,2299,Fatal,23
C2300,2300,Serious,65
C2301,2301,Minor,48
C2302,2302,Fatal,60
C2303,2303,Minor,10
C2304,2304,Serious,33
C2305,2305,None,31
C2306,2306,Minor,57
C2307,2307,Minor,50
C2308,2308,Fatal,65
C2309,2309,None,55
C2310,2310,Serious,6
C2311,2311,Minor,60
C2312,2312,Minor,56
C2313,2313,None,50
C2314,2314,Fatal,16
C2315,2315,Fatal,32
C2316,2316,Minor,74
C2317,2317,Serious,70
C2318,2318,None,19
C2319,2319,Serious,15
C2320,2320,None,48
C2321,2321,Fatal,12
C2322,2322,Minor,27
C2323,2323,None,1
C2324,2324,Fatal,56
C2325,2325,Minor,66
C2326,2326,Fatal,56
C2327,2327,None,18
C2328,2328,Minor,47
C2329,2329,Serious,61
C2330,2330,Serious,65
C2331,2331,Fatal,11
C2332,2332,None,70
C2333,2333,Serious,57
C2334,2334,None,26
C2335,2335,Minor,54
C2336,2336,Serious,28
C2337,2337,Minor,73
C2338,2338,Minor,5
C2339,2339,None,50
C2340,2340,Minor,67
C2341,2341,Minor,7
C2342,2342,Serious,22
C2343,2343,None,44
C2344,2344,Serious,42
C2345,2345,Serious,55
C2346,2346,Serious,13
C2347,2347,None,8
C2348,2348,Fatal,9
C2349,2349,Fatal,32
